"Authors","Author full names","Author(s) ID","Titles","Year","Source title","DOI","Cited by","Link","Abstract","Author Keywords","Document Type","Source"
"Masuzzo P.; Hulstaert N.; Huyck L.; Ampe C.; Van Troys M.; Martens L.","Masuzzo, Paola (55885056000); Hulstaert, Niels (55123165700); Huyck, Lynn (24278417600); Ampe, Christophe (7003949377); Van Troys, Marleen (6602938212); Martens, Lennart (15923262500)","55885056000; 55123165700; 24278417600; 7003949377; 6602938212; 15923262500","CellMissy: A tool for management, storage and analysis of cell migration data produced in wound healing-like assays","2013","Bioinformatics","10.1093/bioinformatics/btt437","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885576496&doi=10.1093%2fbioinformatics%2fbtt437&partnerID=40&md5=1d4c25a5317c11afb80dbf5662dc65b9","Summary: Automated image processing has allowed cell migration research to evolve to a high-throughput research field. As a consequence, there is now an unmet need for data management in this domain. The absence of a generic management system for the quantitative data generated in cell migration assays results in each dataset being treated in isolation, making data comparison across experiments difficult. Moreover, by integrating quality control and analysis capabilities into such a data management system, the common practice of having to manually transfer data across different downstream analysis tools will be markedly sped up and made more robust. In addition, access to a data management solution creates gateways for data standardization, meta-analysis and structured public data dissemination. We here present CellMissy, a cross-platform data management system for cell migration data with a focus on wound healing data. CellMissy simplifies and automates data management, storage and analysis from the initial experimental set-up to data exploration. Availability and implementation: CellMissy is a cross-platform opensource software developed in Java. Source code and cross-platform binaries are freely available under the Apache2 open source license at http://cellmissy.googlecode. com. Contact: lennart.martens@ugent.be Supplementary Information: Supplementary data are available at Bioinformatics online. © The Author 2013. Published by Oxford University Press.","","Article","Scopus"
"Pinter C.; Lasso A.; Fichtinger G.","Pinter, Csaba (54385777900); Lasso, Andras (25030035000); Fichtinger, Gabor (6602161432)","54385777900; 25030035000; 6602161432","Polymorph segmentation representation for medical image computing","2019","Computer Methods and Programs in Biomedicine","10.1016/j.cmpb.2019.02.011","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061893372&doi=10.1016%2fj.cmpb.2019.02.011&partnerID=40&md5=4becaf5ef39cbce0fd1e0f66b879ac1b","Background and objective: Segmentation is a ubiquitous operation in medical image computing. Various data representations can describe segmentation results, such as labelmap volumes or surface models. Conversions between them are often required, which typically include complex data processing steps. We identified four challenges related to managing multiple representations: conversion method selection, data provenance, data consistency, and coherence of in-memory objects. Methods: A complex data container preserves identity and provenance of the contained representations and ensures data coherence. Conversions are executed automatically on-demand. A graph containing the implemented conversion algorithms determines each execution, ensuring consistency between various representations. The design and implementation of a software library are proposed, in order to provide a readily usable software tool to manage segmentation data in multiple data representations. A low-level core library called PolySeg implemented in the Visualization Toolkit (VTK) manages the data objects and conversions. It is used by a high-level application layer, which has been implemented in the medical image visualization and analysis platform 3D Slicer. The application layer provides advanced visualization, transformation, interoperability, and other functions. Results: The core conversion algorithms comprising the graph were validated. Several applications were implemented based on the library, demonstrating advantages in terms of usability and ease of software development in each case. The Segment Editor application provides fast, comprehensive, and easy-to-use manual and semi-automatic segmentation workflows. Clinical applications for gel dosimetry, external beam planning, and MRI-ultrasound image fusion in brachytherapy were rapidly prototyped resulting robust applications that are already in use in clinical research. The conversion algorithms were found to be accurate and reliable using these applications. Conclusions: A generic software library has been designed and developed for automatic management of multiple data formats in segmentation tasks. It enhances both user and developer experience, enabling fast and convenient manual workflows and quicker and more robust software prototyping. The software's BSD-style open-source license allows complete freedom of use of the library. © 2019 Elsevier B.V.","3D Slicer; DICOM; Open-source; Segmentation; Software library; Voxelization","Article","Scopus"
"Bach P.; Chernozhukov V.; Kurz M.S.; Spindler M.","Bach, Philipp (57201489781); Chernozhukov, Victor (6507847070); Kurz, Malte S. (57222072882); Spindler, Martin (55872916600)","57201489781; 6507847070; 57222072882; 55872916600","DoubleML - An Object-Oriented Implementation of Double Machine Learning in Python","2022","Journal of Machine Learning Research","","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124189919&partnerID=40&md5=96253133754248d504851d849c470c5b","DoubleML is an open-source Python library implementing the double machine learning framework of Chernozhukov et al. (2018) for a variety of causal models. It contains functionalities for valid statistical inference on causal parameters when the estimation of nuisance parameters is based on machine learning methods. The object-oriented implementation of DoubleML provides a high flexibility in terms of model specifications and makes it easily extendable. The package is distributed under the MIT license and relies on core libraries from the scientific Python ecosystem: scikit-learn, numpy, pandas, scipy, statsmodels and joblib. Source code, documentation and an extensive user guide can be found at https://github.com/DoubleML/doubleml-for-py and https://docs.doubleml.org. © 2022 Philipp Bach, Victor Chernozhukov, Malte S. Kurz and Martin Spindler.","Causal inference; Causal machine learning; Machine learning; Python","Article","Scopus"
"Rosen J.; Miguet L.; Pérez S.","Rosen, Jimmy (8317402300); Miguet, Laurence (55572302600); Pérez, Serge (57214464876)","8317402300; 55572302600; 57214464876","Shape: Automatic conformation prediction of carbohydrates using a genetic algorithm","2009","Journal of Cheminformatics","10.1186/1758-2946-1-16","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74049121217&doi=10.1186%2f1758-2946-1-16&partnerID=40&md5=370b64166cfb38372af59b8f2758763c","Background. Detailed experimental three dimensional structures of carbohydrates are often difficult to acquire. Molecular modelling and computational conformation prediction are therefore commonly used tools for three dimensional structure studies. Modelling procedures generally require significant training and computing resources, which is often impractical for most experimental chemists and biologists. Shape has been developed to improve the availability of modelling in this field. Results. The Shape software package has been developed for simplicity of use and conformation prediction performance. A trivial user interface coupled to an efficient genetic algorithm conformation search makes it a powerful tool for automated modelling. Carbohydrates up to a few hundred atoms in size can be investigated on common computer hardware. It has been shown to perform well for the prediction of over four hundred bioactive oligosaccharides, as well as compare favourably with previously published studies on carbohydrate conformation prediction. Conclusion. The Shape fully automated conformation prediction can be used by scientists who lack significant modelling training, and performs well on computing hardware such as laptops and desktops. It can also be deployed on computer clusters for increased capacity. The prediction accuracy under the default settings is good, as it agrees well with experimental data and previously published conformation prediction studies. This software is available both as open source and under commercial licenses. © 2009 Rosen et al; licensee BioMed Central Ltd.","","Article","Scopus"
"Page A.J.; Bastkowski S.; Yasir M.; Turner A.K.; Le Viet T.; Savva G.M.; Webber M.A.; Charles I.G.","Page, Andrew J. (9736752200); Bastkowski, Sarah (55750306500); Yasir, Muhammad (57205126940); Turner, A. Keith (7401820216); Le Viet, Thanh (57218346921); Savva, George M. (24399717300); Webber, Mark A. (7103355891); Charles, Ian G. (7005203643)","9736752200; 55750306500; 57205126940; 7401820216; 57218346921; 24399717300; 7103355891; 7005203643","AlbaTraDIS: Comparative analysis of large datasets from parallel transposon mutagenesis experiments","2020","PLoS Computational Biology","10.1371/journal.pcbi.1007980","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088879276&doi=10.1371%2fjournal.pcbi.1007980&partnerID=40&md5=b0c0a663329e90094865f8138ed9ed5e","Bacteria need to survive in a wide range of environments. Currently, there is an incomplete understanding of the genetic basis for mechanisms underpinning survival in stressful conditions, such as the presence of anti-microbials. Transposon directed insertion-site sequencing (TraDIS) is a powerful tool to identify genes and networks which are involved in survival and fitness under a given condition by simultaneously assaying the fitness of millions of mutants, thereby relating genotype to phenotype and contributing to an understanding of bacterial cell biology. A recent refinement of this approach allows the roles of essential genes in conditional stress survival to be inferred by altering their expression. These advancements combined with the rapidly falling costs of sequencing now allows comparisons between multiple experiments to identify commonalities in stress responses to different conditions. This capacity however poses a new challenge for analysis of multiple data sets in conjunction. To address this analysis need, we have developed 'AlbaTraDIS'; a software application for rapid large-scale comparative analysis of TraDIS experiments that predicts the impact of transposon insertions on nearby genes. AlbaTraDIS can identify genes which are up or down regulated, or inactivated, between multiple conditions, producing a filtered list of genes for further experimental validation as well as several accompanying data visualisations. We demonstrate the utility of our new approach by applying it to identify genes used by Escherichia coli to survive in a wide range of different concentrations of the biocide Triclosan. AlbaTraDIS identified all well characterised Triclosan resistance genes, including the primary target, fabI. A number of new loci were also implicated in Triclosan resistance and the predicted phenotypes for a selection of these were validated experimentally with results being consistent with predictions. AlbaTraDIS provides a simple and rapid method to analyse multiple transposon mutagenesis data sets allowing this technology to be used at large scale. To our knowledge this is the only tool currently available that can perform these tasks. AlbaTraDIS is written in Python 3 and is available under the open source licence GNU GPL 3 from https://github.com/quadram-institute-bioscience/albatradis. Copyright:  © 2020 Page et al.","","Article","Scopus"
"Pölsterl S.","Pölsterl, Sebastian (36103414600)","36103414600","Scikit-survival: A library for time-to-event analysis built on top of scikit-learn","2020","Journal of Machine Learning Research","","70","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094930446&partnerID=40&md5=3e864bafca91e59539a6992297df9132","scikit-survival is an open-source Python package for time-to-event analysis fully compatible with scikit-learn. It provides implementations of many popular machine learning techniques for time-to-event analysis, including penalized Cox model, Random Survival Forest, and Survival Support Vector Machine. In addition, the library includes tools to evaluate model performance on censored time-to-event data. The documentation contains installation instructions, interactive notebooks, and a full description of the API. scikit-survival is distributed under the GPL-3 license with the source code and detailed instructions available at https://github.com/sebp/scikit-survival. © 2020 Microtome Publishing. All rights reserved.","Censored Data; Python; Survival Analysis; Time-to-event Analysis","Article","Scopus"
"Vidal A.; Gauthier F.; Rodrigez W.; Guiglielmoni N.; Leroux D.; Chevrolier N.; Jasson S.; Tourrette E.; Martin O.C.; Falque M.","Vidal, Adrien (57217607796); Gauthier, Franck (35976025000); Rodrigez, Willy (57971820500); Guiglielmoni, Nadège (57201431418); Leroux, Damien (37023181700); Chevrolier, Nicolas (57972435800); Jasson, Sylvain (7801631803); Tourrette, Elise (57212177514); Martin, Olivier C. (7102395637); Falque, Matthieu (55857265600)","57217607796; 35976025000; 57971820500; 57201431418; 37023181700; 57972435800; 7801631803; 57212177514; 7102395637; 55857265600","SeSAM: software for automatic construction of order-robust linkage maps","2022","BMC Bioinformatics","10.1186/s12859-022-05045-7","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142225280&doi=10.1186%2fs12859-022-05045-7&partnerID=40&md5=297bbb173d83f434ffd7454fd744e529","Background: Genotyping and sequencing technologies produce increasingly large numbers of genetic markers with potentially high rates of missing or erroneous data. Therefore, the construction of linkage maps is more and more complex. Moreover, the size of segregating populations remains constrained by cost issues and is less and less commensurate with the numbers of SNPs available. Thus, guaranteeing a statistically robust marker order requires that maps include only a carefully selected subset of SNPs. Results: In this context, the SeSAM software allows automatic genetic map construction using seriation and placement approaches, to produce (1) a high-robustness framework map which includes as many markers as possible while keeping the order robustness beyond a given statistical threshold, and (2) a high-density total map including the framework plus almost all polymorphic markers. During this process, care is taken to limit the impact of genotyping errors and of missing data on mapping quality. SeSAM can be used with a wide range of biparental populations including from outcrossing species for which phases are inferred on-the-fly by maximum-likelihood during map elongation. The package also includes functions to simulate data sets, convert data formats, detect putative genotyping errors, visualize data and map quality (including graphical genotypes), and merge several maps into a consensus. SeSAM is also suitable for interactive map construction, by providing lower-level functions for 2-point and multipoint EM analyses. The software is implemented in a R package including functions in C++. Conclusions: SeSAM is a fully automatic linkage mapping software designed to (1) produce a framework map as robust as desired by optimizing the selection of a subset of markers, and (2) produce a high-density map including almost all polymorphic markers. The software can be used with a wide range of biparental mapping populations including cases from outcrossing. SeSAM is freely available under a GNU GPL v3 license and works on Linux, Windows, and macOS platforms. It can be downloaded together with its user-manual and quick-start tutorial from ForgeMIA (SeSAM project) at https://forgemia.inra.fr/gqe-acep/sesam/-/releases. © 2022, The Author(s).","Automated software; Genetic mapping; Linkage; Marker order robustness; Seriation","Article","Scopus"
"Padó S.; Noh T.-G.; Stern A.; Wang R.; Zanoli R.","Padó, Sebastian (10242453100); Noh, Tae-Gil (35912424000); Stern, Asher (55369493700); Wang, Rui (55880151000); Zanoli, Roberto (8379032800)","10242453100; 35912424000; 55369493700; 55880151000; 8379032800","Design and realization of a modular architecture for textual entailment","2015","Natural Language Engineering","10.1017/S1351324913000351","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925636275&doi=10.1017%2fS1351324913000351&partnerID=40&md5=3222bae9c46a9e43ee47dfbcd459be61","A key challenge at the core of many Natural Language Processing (NLP) tasks is the ability to determine which conclusions can be inferred from a given natural language text. This problem, called the Recognition of Textual Entailment (RTE), has initiated the development of a range of algorithms, methods, and technologies. Unfortunately, research on Textual Entailment (TE), like semantics research more generally, is fragmented into studies focussing on various aspects of semantics such as world knowledge, lexical and syntactic relations, or more specialized kinds of inference. This fragmentation has problematic practical consequences. Notably, interoperability among the existing RTE systems is poor, and reuse of resources and algorithms is mostly infeasible. This also makes systematic evaluations very difficult to carry out. Finally, textual entailment presents a wide array of approaches to potential end users with little guidance on which to pick. Our contribution to this situation is the novel EXCITEMENT architecture, which was developed to enable and encourage the consolidation of methods and resources in the textual entailment area. It decomposes RTE into components with strongly typed interfaces. We specify (a) a modular linguistic analysis pipeline and (b) a decomposition of the 'core' RTE methods into top-level algorithms and subcomponents. We identify four major subcomponent types, including knowledge bases and alignment methods. The architecture was developed with a focus on generality, supporting all major approaches to RTE and encouraging language independence. We illustrate the feasibility of the architecture by constructing mappings of major existing systems onto the architecture. The practical implementation of this architecture forms the EXCITEMENT open platform. It is a suite of textual entailment algorithms and components which contains the three systems named above, including linguistic-analysis pipelines for three languages (English, German, and Italian), and comprises a number of linguistic resources. By addressing the problems outlined above, the platform provides a comprehensive and flexible basis for research and experimentation in textual entailment and is available as open source software under the GNU General Public License. Copyright © Cambridge University Press 2013.","","Article","Scopus"
"Henning J.; Smith R.","Henning, Jessica (57204687661); Smith, Rob (57202910211)","57204687661; 57202910211","A web-based system for creating, viewing, and editing precursor mass spectrometry ground truth data","2020","BMC bioinformatics","10.1186/s12859-020-03752-7","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091617697&doi=10.1186%2fs12859-020-03752-7&partnerID=40&md5=f5be431369cbe7ce98d9b1d327dc052e","BACKGROUND: Mass spectrometry (MS) uses mass-to-charge ratios of measured particles to decode the identities and quantities of molecules in a sample. Interpretation of raw MS depends upon data processing algorithms that render it human-interpretable. Quantitative MS workflows are complex experimental chains and it is crucial to know the performance and bias of each data processing method as they impact accuracy, coverage, and statistical significance of the result. Creation of the ground truth necessary for quantitatively evaluating MS1-aware algorithms is difficult and tedious task, and better software for creating such datasets would facilitate more extensive evaluation and improvement of MS data processing algorithms. RESULTS: We present JS-MS 2.0, a software suite that provides a dependency-free, browser-based, one click, cross-platform solution for creating MS1 ground truth. The software retains the first version's capacity for loading, viewing, and navigating MS1 data in 2- and 3-D, and adds tools for capturing, editing, saving, and viewing isotopic envelope and extracted isotopic chromatogram features. The software can also be used to view and explore the results of feature finding algorithms. CONCLUSIONS: JS-MS 2.0 enables faster creation and inspection of MS1 ground truth data. It is publicly available with an MIT license at github.com/optimusmoose/jsms.","Mass spectrometry; Mass spectrometry viewer; MS1 feature finding; Open source mass spectrometry software","Article","Scopus"
"Procacci P.","Procacci, Piero (7006445627)","7006445627","PrimaDORAC: A Free Web Interface for the Assignment of Partial Charges, Chemical Topology, and Bonded Parameters in Organic or Drug Molecules","2017","Journal of Chemical Information and Modeling","10.1021/acs.jcim.7b00145","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021301847&doi=10.1021%2facs.jcim.7b00145&partnerID=40&md5=2b43315c3311bfb503f3ca5ca1421e1b","We present PrimaDORAC, a simple and freely accessible web interface for generating the topology and the parameter files of organic or drug molecules to be used in molecular mechanics or molecular dynamics calculations. The interface relies on our in-house FORTRAN90 parser, working on the recently released Generalized Amber Force Field parameter set (GAFF2). AM1/BCC charges are computed using the Public Domain MOPAC7 program and the bond charge corrections (BCC) reported in Jakalian, A.; Jack, D. B.; Bayly, C. I.; J. Comp. Chem., 2002, 23, 1623-1641. The interface has been tested on about 52,000 compounds (identified with a CAS registry number) taken from the National Cancer Institute (NCI) Open Database. PrimaDORAC has been found to be very reliable, producing GAFF2 minimized structures bearing a mean root square displacement of about 0.01-0.02 nm with respect to the original CORINA-generated 3D NCI structures. As a demonstrative example, we release the full topology and parameter files, along with the AM1/BCC-GAFF2 computed in vacuo IR spectrum, for some recently discovered PARP/MCL1 inhibitors. The web interface and parser, including the sources, are part of the ORAC code (Procacci, P.; J. Chem. Inf. Model., 2016, 56, 1117-1121), distributed under the General Public License at www.chim.unifi.it/orac. © 2017 American Chemical Society.","","Article","Scopus"
"Sam Paul D.; Gautham N.","Sam Paul, D. (57203994993); Gautham, N. (56309975200)","57203994993; 56309975200","Protein–small molecule docking with receptor flexibility in iMOLSDOCK","2018","Journal of Computer-Aided Molecular Design","10.1007/s10822-018-0152-8","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913078&doi=10.1007%2fs10822-018-0152-8&partnerID=40&md5=21e0332776fcce20238973e1f84b959d","We have earlier reported the iMOLSDOCK technique to perform ‘induced-fit’ peptide–protein docking. iMOLSDOCK uses the mutually orthogonal Latin squares (MOLSs) technique to sample the conformation and the docking pose of the small molecule ligand and also the flexible residues of the receptor protein, and arrive at the optimum pose and conformation. In this paper we report the extension carried out in iMOLSDOCK to dock nonpeptide small molecule ligands to receptor proteins. We have benchmarked and validated iMOLSDOCK with a dataset of 34 protein–ligand complexes as well as with Astex Diverse dataset, with nonpeptide small molecules as ligands. We have also compared iMOLSDOCK with other flexible receptor docking tools GOLD v5.2.1 and AutoDock Vina. The results obtained show that the method works better than these two algorithms, though it consumes more computer time. The source code and binary of MOLS 2.0 (under a GNU Lesser General Public License) are freely available for download at https://sourceforge.net/projects/mols2-0/files/. © 2018, Springer Nature Switzerland AG.","iMOLSDOCK; Induced-fit docking; Molecular docking; Mutually orthogonal Latin squares; Protein–ligand docking; Side-chain flexibility","Article","Scopus"
"Fernández-Álvarez P.; Rodríguez R.J.","Fernández-Álvarez, Pedro (57547808400); Rodríguez, Ricardo J. (56794828000)","57547808400; 56794828000","Extraction and analysis of retrievable memory artifacts from Windows Telegram Desktop application","2022","Forensic Science International: Digital Investigation","10.1016/j.fsidi.2022.301342","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127009310&doi=10.1016%2fj.fsidi.2022.301342&partnerID=40&md5=dc533264a848577d3d3146fa3d0bc1be","Instant messaging applications have become a very common way of communicating, and today there are many applications of this type. The forensic analysis of these applications can help provide essential clues to solve or clarify a possible crime. This type of applications generally store their data in a secure way or transmit it through encrypted channels and thus, the forensic analysis of memory takes on special relevance to analyze them. Following a three-phase forensic analysis methodology, this work has developed a forensic analysis environment for instant messaging applications composed of two tools. One of the tools is responsible for extracting the content of a process that runs on a Windows system, while the other focuses on studying the information present in the process memory of an instant messaging application. This second tool can be easily adapted and extended to provide analysis support for any instant messaging application. As a case study, we focus on the Telegram application for Windows systems called Telegram Desktop. Adapting these tools to this application, their joint use allows obtaining forensic artifacts of interest for an investigation, such as user contacts or the content of conversations that have taken place, among others, even when the application is blocked. Obtaining these data is of great help for a forensic analyst, since the analysis of these data can be vital to clarify the events that occurred in some type of criminal act. Both tools are open source under the GNU/GPLv3 license to promote their use and extensibility to applications of other instant messaging services. © 2022 The Authors","Digital forensics; Instant messaging; Memory forensics; Telegram Desktop; Windows","Article","Scopus"
"Rousseau F.; Oubel E.; Pontabry J.; Schweitzer M.; Studholme C.; Koob M.; Dietemann J.-L.","Rousseau, François (57188780886); Oubel, Estanislao (14016367100); Pontabry, Julien (53866932300); Schweitzer, Marc (55365353100); Studholme, Colin (7003668135); Koob, Mériam (16175473500); Dietemann, Jean-Louis (7101741272)","57188780886; 14016367100; 53866932300; 55365353100; 7003668135; 16175473500; 7101741272","BTK: An open-source toolkit for fetal brain MR image processing","2013","Computer Methods and Programs in Biomedicine","10.1016/j.cmpb.2012.08.007","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869873559&doi=10.1016%2fj.cmpb.2012.08.007&partnerID=40&md5=7623534128c501c4d759ddaf2ed92046","Studies about brain maturation aim at providing a better understanding of brain development and links between brain changes and cognitive development. Such studies are of great interest for diagnosis help and clinical course of development and treatment of illnesses. However, the processing of fetal brain MR images remains complicated which limits the translation from the research to the clinical domain. In this article, we describe an open-source image processing toolkit dedicated to these images. In this toolkit various tools are included such as: denoising, image reconstruction, super-resolution and tractography. The BTK resource program (distributed under CeCILL-B license) is developed in C++ and relies on common medical imaging libraries such as Insight Toolkit (ITK), Visualization Toolkit (VTK) and Open Multi-Processing (OpenMP). © 2012 Elsevier Ireland Ltd.","Fetal MRI; Image reconstruction; Open source software; Tractography","Article","Scopus"
"Vogt F.P.A.","Vogt, F.P.A. (36605423500)","36605423500","fcmaker: Automating the creation of ESO-compliant finding charts for Observing Blocks on p2","2018","Astronomy and Computing","10.1016/j.ascom.2018.08.007","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053412228&doi=10.1016%2fj.ascom.2018.08.007&partnerID=40&md5=11daf8ce7e073b9d678e87197075d5eb","FCMAKER is a PYTHON module that creates astronomical finding charts for Observing Blocks (OBs) on the p2 web server from the European Southern Observatory (ESO). It provides users with the ability to automate the creation of ESO-compliant finding charts for Service Mode and/or Visitor Mode OBs at the Very Large Telescope (VLT). The design of the FCMAKER finding charts, based on an intimate knowledge of VLT observing procedures, is fine-tuned to best support night time operations. As an automated tool, FCMAKER also provides observers with the means to independently check visually the observing sequence coded inside an OB. This includes, for example, the signs of telescope and position angle offsets. VLT instruments currently supported by FCMAKER include MUSE (WFM-AO, WFM-NOAO, NFM), HAWK-I (AO, NOAO), and X-shooter (full support). The FCMAKER code is published on a dedicated Github repository under the GNU General Public License, and is also available via PYPI. © 2018 Elsevier B.V.","Astroinformatics; Astronomical databases; Ground based astronomy; Very large telescope","Article","Scopus"
"Singh N.; Gunjan V.K.; Nasralla M.M.","Singh, Ninni (56621859400); Gunjan, Vinit Kumar (56034480700); Nasralla, Moustafa M. (55638677600)","56621859400; 56034480700; 55638677600","A Parametrized Comparative Analysis of Performance Between Proposed Adaptive and Personalized Tutoring System 'Seis Tutor' With Existing Online Tutoring System","2022","IEEE Access","10.1109/ACCESS.2022.3166261","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128303283&doi=10.1109%2fACCESS.2022.3166261&partnerID=40&md5=abbcd1ab922327a76051e8779582a7d2","Face-to-face tutoring offers a learning environment that best suits the learner's preferences (learning styles) and grasping levels (learning levels). This cognitive intelligence has been blended in our proposed intelligent tutoring system christened as 'Seis Tutor'. In this paper, we have detailed the architecture of Seis Tutor system and compared it with other existing traditional tutoring systems. Further, the performance of Seis Tutor has been evaluated in terms of personalization and adaptation through a comparison with some existing tutoring systems, i.e., My Moodle, Course-Builder, and Teachable.  © 2013 IEEE.","course builder; intelligent tutoring system; my moodle; personalization and adaptation; SeisTutor; teachable","Article","Scopus"
"Page A.J.; Cummins C.A.; Hunt M.; Wong V.K.; Reuter S.; Holden M.T.G.; Fookes M.; Falush D.; Keane J.A.; Parkhill J.","Page, Andrew J. (9736752200); Cummins, Carla A. (57190044241); Hunt, Martin (50061142000); Wong, Vanessa K. (35622677700); Reuter, Sandra (55368616400); Holden, Matthew T.G. (7102163449); Fookes, Maria (9733319600); Falush, Daniel (6602894490); Keane, Jacqueline A. (56388340500); Parkhill, Julian (57212237926)","9736752200; 57190044241; 50061142000; 35622677700; 55368616400; 7102163449; 9733319600; 6602894490; 56388340500; 57212237926","Roary: Rapid large-scale prokaryote pan genome analysis","2015","Bioinformatics","10.1093/bioinformatics/btv421","2179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947793096&doi=10.1093%2fbioinformatics%2fbtv421&partnerID=40&md5=575adfd6016336fb6e2604b2fc677a02","Summary: A typical prokaryote population sequencing study can now consist of hundreds or thousands of isolates. Interrogating these datasets can provide detailed insights into the genetic structure of prokaryotic genomes. We introduce Roary, a tool that rapidly builds large-scale pan genomes, identifying the core and accessory genes. Roary makes construction of the pan genome of thousands of prokaryote samples possible on a standard desktop without compromising on the accuracy of results. Using a single CPU Roary can produce a pan genome consisting of 1000 isolates in 4.5 hours using 13 GB of RAM, with further speedups possible using multiple processors. Availability and implementation: Roary is implemented in Perl and is freely available under an open source GPLv3 license from http://sanger-pathogens.github.io/Roary. © The Author 2015. Published by Oxford University Press.","","Article","Scopus"
"Mendoza-Silva G.M.; Richter P.; Torres-Sospedra J.; Lohan E.S.; Huerta J.","Mendoza-Silva, Germán Martín (57190739716); Richter, Philipp (55917091500); Torres-Sospedra, Joaquín (6506831140); Lohan, Elena Simona (6602677794); Huerta, Joaquín (56260161000)","57190739716; 55917091500; 6506831140; 6602677794; 56260161000","Long-term WiFi fingerprinting dataset for research on robust indoor positioning","2018","Data","10.3390/data3010003","81","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046343832&doi=10.3390%2fdata3010003&partnerID=40&md5=ba1a0acc96560868ec8c848f0b0219b9","WiFi fingerprinting, one of the most popular methods employed in indoor positioning, currently faces two major problems: lack of robustness to short and long time signal changes and difficult reproducibility of new methods presented in the relevant literature. This paper presents a WiFi RSS (Received Signal Strength) database created to foster and ease research works that address the above-mentioned two problems. A trained professional took several consecutive fingerprints while standing at specific positions and facing specific directions. The consecutive fingerprints may enable the study of short-term signals variations. The data collection spanned over 15 months, and, for each month, one type of training datasets and five types of test datasets were collected. The measurements of a dataset type (training or test) were taken at the same positions and directions every month, in order to enable the analysis of long-term signal variations. The database is provided with supporting materials and software, which give more information about the collection environment and eases the database utilization, respectively. The WiFi measurements and the supporting materials are available at the Zenodo repository under the open-source MIT license. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.","Collection campaigns; Fingerprinting; Indoor positioning; Temporal signal variation; WiFi datasets","Article","Scopus"
"Kryukov K.; Ueda M.T.; Nakagawa S.; Imanishi T.","Kryukov, Kirill (25229093500); Ueda, Mahoko Takahashi (26325135800); Nakagawa, So (12143870400); Imanishi, Tadashi (7101939542)","25229093500; 26325135800; 12143870400; 7101939542","Nucleotide Archival Format (NAF) enables efficient lossless reference-free compression of DNA sequences","2019","Bioinformatics","10.1093/bioinformatics/btz144","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072705478&doi=10.1093%2fbioinformatics%2fbtz144&partnerID=40&md5=b934251f6b2d8793429be7dc8f445042","Summary: DNA sequence databases use compression such as gzip to reduce the required storage space and network transmission time. We describe Nucleotide Archival Format (NAF) - a new file format for lossless reference-free compression of FASTA and FASTQ-formatted nucleotide sequences. Nucleotide Archival Format compression ratio is comparable to the best DNA compressors, while providing dramatically faster decompression. We compared our format with DNA compressors: DELIMINATE and MFCompress, and with general purpose compressors: gzip, bzip2, xz, brotli and zstd. Availability and implementation: NAF compressor and decompressor, as well as format specification are available at https://github.com/KirillKryukov/naf. Format specification is in public domain. Compressor and decompressor are open source under the zlib/libpng license, free for nearly any use. Supplementary information: Supplementary data are available at Bioinformatics online. © 2019 The Author(s). Published by Oxford University Press.","","Article","Scopus"
