"Authors","Author full names","Author(s) ID","Titles","Year","Source title","DOI","Cited by","Link","Abstract","Author Keywords","Document Type","Source"
"Boychuk Y.; Kornetskyy A.; Kryzhanovska L.; Rozhdestvensky A.; Stepanyuk Y.","Boychuk, Yaryna (57226795170); Kornetskyy, Artem (57200506309); Kryzhanovska, Liudmyla (57226801617); Rozhdestvensky, Andrew (57226795765); Stepanyuk, Yaryna (57226803523)","57226795170; 57200506309; 57226801617; 57226795765; 57226803523","Promprylad.Renovation: impact investing in emerging markets","2021","Emerald Emerging Markets Case Studies","10.1108/EEMCS-04-2020-0114","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112712505&doi=10.1108%2fEEMCS-04-2020-0114&partnerID=40&md5=720e3afc5619c81c63922d63700f0d01","Learning outcomes: The learning outcomes of this paper is as follows: to structure the impact investing phenomenon and distinguish it from traditional investing or philanthropy, including the motivation of investors in impact investing projects; to analyse stakeholders in impact investing projects according to four main categories; to structure the implementation model of the theory of change in the context of impact investing; to build managerial decisions concerning the development of impact investing projects in crisis situations. Case overview/synopsis: The case describes the development path of the Promprylad.Renovation project from its concept to the critical moment at the end of 2018. Yuriy Fyliuk – the case protagonist, acts as the main ideologist and leader of the project, the essence of which is the establishment of an innovation centre on the area of the old Promprylad plant in Ivano-Frankivsk. Impact investing was selected as the main project development tool, as it allows for attracting investors who share the aspiration for positive change of the city and potential financial benefit. The project is implemented in several stages as follows: partner involvement (Insha Osvita, MitOst, Pact Ukraine and LvBS), vision finalisation and research (together with Stanford Research Institute, Zotov & Co, FORMA Architects, Moris Group, etc.), the launch of the pilot floor (attracting more than $683,000 from allocated grants and more than $590,000 of private investments). Open equity crowdfunding and the purchase of the entire plant, with its subsequent renovation, should be the next stage. As of 2017, agreements have been reached to pay fully for the purchase of the plant by the end of 2019. After a successful pilot and lengthy negotiations, it was agreed that $1,000,000 should be paid by the end of 2018 and $2,000,000 by the end of 2019 to complete the buyout. However, as of the end of 2018, martial law was proclaimed in Ukraine. Hence, considering the risks, a major US investor refuses to contribute. The main dilemma is either to find a suitable solution to complete the buyout of the plant or to stop the project. Complexity academic level: This case can be used in the master’s programmes of business schools (MBA, Executive MBA, Entrepreneurship, etc.), as well as in training programmes for public and state sector managers. The case study will be particularly useful for mixed groups with representatives from different sectors of the economy. This case study might be taught in the following disciplines: social entrepreneurship, social investing, leadership and crisis management. The subject of impact investing allows recognition of the benefits of combined cross-sectoral efforts over joint projects. Supplementary materials: Teaching notes are available for educators only. Subject code: CSS 7: Management science. © 2021, Emerald Publishing Limited.","Crisis management; Investment appraisal/return on investment; Leadership; Management/executive education; Social enterprise; Stakeholder management","Article","Scopus"
"Kim T.; Hong Y.; Goyal S.K.","Kim, Taebok (14014218000); Hong, Yushin (7403393126); Goyal, Suresh Kumar (7202441704)","14014218000; 7403393126; 7202441704","Coordination through a quantity-incentive mechanism in a single-manufacturer-single-retailer supply chain","2009","International Journal of Services and Operations Management","10.1504/IJSOM.2009.024581","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64949087033&doi=10.1504%2fIJSOM.2009.024581&partnerID=40&md5=20e8ae27fdb62ffff7982b4de2ac2cd9","A reasonable profit-sharing mechanism should be implemented to guarantee supply chain stability, since all of the participants naturally try to optimise their own benefits. A system-wide optimal policy should be well aligned with each participant's individual beneficial viewpoint. In this paper, we develop a fair and equitable mechanism of sharing the profits achieved due to cooperation in a supply chain between a single manufacturer and a single retailer. At first, we take into account the bargaining dynamics between them. We assume that the current supply chain is not coordinated such that the leader (the dominating partner) determines the lot size unilaterally. The follower (the weak partner) proposes to pay a compensatory payment according to the leader's modified lot size. Throughout this lot size-dependent compensation called a 'quantity-incentive mechanism', we investigate how the modified lot size and the corresponding compensatory payment can be determined so that the parties are willing to cooperate. Copyright © 2009, Inderscience Publishers.","Joint lot size; Negotiation; Profit sharing; Supply chain","Article","Scopus"
"Amanatullah E.T.; Tinsley C.H.","Amanatullah, Emily T. (15130863100); Tinsley, Catherine H. (7005487674)","15130863100; 7005487674","Punishing female negotiators for asserting too much...or not enough: Exploring why advocacy moderates backlash against assertive female negotiators","2013","Organizational Behavior and Human Decision Processes","10.1016/j.obhdp.2012.03.006","132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871726479&doi=10.1016%2fj.obhdp.2012.03.006&partnerID=40&md5=85e491a2f78e39ae2961491c32e5f715","We complement prior findings that self-advocating female negotiators are reluctant to assert their interests and subsequently suffer financial repercussions, relative to other-advocating females, self-advocating males, and other-advocating males, by showing that self-advocating female negotiators who do assert their interests suffer negative social judgments (i.e., backlash). We use nascent theory on societal norms for the behavior of each gender to explain why advocacy context moderates backlash. We show that assertive, self-advocating women suffer a social backlash (for example, decreased likability) because their behavior is associated with high negative masculine and low positive feminine characterizations. Non-assertive, other-advocating women suffer a leadership backlash (for example, lower presumed competency) because their behavior is associated with high negative feminine and low positive masculine characterizations. Interestingly, male negotiators do not suffer any backlash consequences despite being characterized in a fashion similar to that of the females in each condition. © 2012 Elsevier Inc..","Advocacy; Backlash; Gender; Negotiation","Article","Scopus"
"Bendell J.; Doyle I.; Black N.","Bendell, Jem (6701672833); Doyle, Ian (57206899315); Black, Nicky (35761924900)","6701672833; 57206899315; 35761924900","4Q2009 October-December","2017","Healing Capitalism: Five Years in the Life of Business, Finance and Corporate Responsibility","10.4324/9781351276481","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062081779&doi=10.4324%2f9781351276481&partnerID=40&md5=f26f6654439f4ea8d0fdd7676240c1ed","In December 2009, the attention of the world’s media turned to Copenhagen and the Summit to negotiate an agreement on international action on climate change. The Copenhagen Summit helped the world see how climate negotiations are not about preventing climate change. The focus of discussions of the UN Framework Convention on Climate Change has been about capping carbon emissions and mechanisms to trade permits to pollute the atmosphere with carbon. In the history of climate change policies the role of business has been inauspicious, given how large corporations mobilised throughout the 1990s to create uncertainty about the science of anthropogenic global warming. Groups such as the Climate Disclosure Project, the Institutional Investors Group on Climate Change, and the Business Leaders Initiative on Climate Change, bring together large swathes of the private sector that lobby privately and advocate publicly on the need for an intergovernmental agreement on climate change. © 2014 Taylor & Francis.","","Book chapter","Scopus"
"Le Luo L.; Tang Q.","Le Luo, Laura (55262961100); Tang, Qingliang (7201632097)","55262961100; 7201632097","Does national culture influence corporate carbon disclosure propensity?","2016","Journal of International Accounting Research","10.2308/jiar-51131","50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962490051&doi=10.2308%2fjiar-51131&partnerID=40&md5=5c337a3de29707902625fd7d347422c0","This study examines the influence of culture on management’s response to the challenge of climate change, as manifested in firms’ voluntary participation in carbon disclosure via the Carbon Disclosure Project (CDP). We argue that national culture impacts managerial attitudes and philosophies about environmental protection and thus affects the willingness as well as the extent to which managers recognize the need for emissions control and disclosure. Based on a sample of 1,762 firms from 33 countries, we find that cultural dimensions of masculinity, power distance, and uncertainty avoidance are strongly and consistently related to carbon disclosure propensity, regardless of whether G. Hofstede, G. J. Hofstede, and Minkov (2010) or Global Leadership and Organizational Behaviour Effectiveness (GLOBE) culture measures are used. Our results also show individualism and long-term orientation has significant impact under the Hofstede measure, although not under GLOBE measures, after controlling for other compounding factors. In addition, our evidence implies that national culture may moderate the effect of carbon control mechanisms, such as emissions trading schemes. Finally, the empirical evidence indicates that the impact of culture is not sensitive to national wealth and industry membership. The findings suggest culture exerts incremental influences beyond economic and regulatory incentives and therefore should be adequately considered in the combat against global warming and particularly in negotiations for an international climate agreement that is more acceptable to societies with disparate cultural backgrounds. © 2016, American Accounting Association. All rights reserved.","Carbon disclosure propensity; Climate change; National culture","Article","Scopus"
"Scandizzo P.L.; Ventura M.","Scandizzo, Pasquale L. (7801596419); Ventura, Marco (35489507900)","7801596419; 35489507900","Organized crime, extortion and entrepreneurship under uncertainty","2015","European Journal of Law and Economics","10.1007/s10657-014-9479-3","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925521396&doi=10.1007%2fs10657-014-9479-3&partnerID=40&md5=ab4ef9c0275ae5ef7d23da6d754939c0","This article investigates the impact of organized crime (OC) on economic activity in conditions of dynamic uncertainty. It shows that the hypothesis of rationality does not imply a one to one correspondence between illegal behavior and expected benefits and costs of the criminal action, since two different regimes may ensue from the threat of racketeering. These two regimes will be respectively characterized by acquiescence and no private protection activities, and by optimal private protection that will push OC into a zone of inaction. The latter outcome will correspond to a Stackelberg equilibrium of a preventive type in the sense that the action of the firm as a leader will confine OC in a zone of temporary inaction. Since the extent to which private protection will succeed in deterring the criminal is lower the higher is uncertainty, and the higher are public protection activities, switching from one regime to the other may thus be determined even by small changes in uncertainty or public protection. If public protection is below a critical level, the threat of extortion also creates incentives for the firm to enter an agreement with the criminal, by negotiating an acceptable rate of extortion. At the same time, however, higher public protection will favor a better deal for the victim in such a negotiation. © 2014, Springer Science+Business Media New York.","Crime; Dynamic programming; Option value; Protection cost; Uncertainty","Article","Scopus"
"Pio E.; Kilpatrick R.; Pratt T.","Pio, Edwina (56962759200); Kilpatrick, Robert (55218182900); Pratt, Timothy (57202772029)","56962759200; 55218182900; 57202772029","Reimagining faith and management: The impact of faith in the workplace","2021","Reimagining Faith and Management: The Impact of Faith in the Workplace","10.4324/9781003041733","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105673840&doi=10.4324%2f9781003041733&partnerID=40&md5=dbc523bbde1565c02aa84b52f1031a85","Much contemporary research ignores or is dismissive of the growth of global religiosity, even though 90 percent of the global population sees the world through a commitment to some kind of faith. Reimagining Faith and Management addresses this issue and extends the research on the impact of faith in various aspects of management, such as negotiation, leadership, entrepreneurship, governance, innovation, ethics, finance and careers. Faith impacts how individuals and organisations envision, manage and respond to their various stakeholders, communities, the natural environment and the world around them. This book presents various facets of how faith, values and/or ideological outlook which informs, influences and adds mystery to inspire and impel individuals and organisations. The 21 chapters are based on academic research and offer practical managerial recommendations. The book is divided into three sections: faithful futures impacting individuals; faithful futures impacting organisations and faithful futures impacting society. Each chapter presents a theoretical base and includes practical implications. The book is ideal reading for educators, practitioners, researchers and students of business, management, career studies, faith-based organisations, corporate governance and business ethics, as well as religious studies, including applied theology. © 2021 selection and editorial matter, Edwina Pio, Robert Kilpatrick and Timothy Pratt; individual chapters, the contributors.","","Book","Scopus"
"Boselie P.; Koene B.","Boselie, Paul (8717563000); Koene, Bas (7003425229)","8717563000; 7003425229","Private equity and human resource management: 'Barbarians at the gate!' HR's wake-up call?","2010","Human Relations","10.1177/0018726709349519","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956413045&doi=10.1177%2f0018726709349519&partnerID=40&md5=eebe614ee86d5174968f1bb541dd87e3","A private equity buyout (PEB) constitutes an important organizational event that usually heralds major organizational transformations. As such, the announcement of a possible PEB can be expected to impact the organization and require careful management of the pre-PEB process. This article investigates the role and contribution of human resource management (HRM) during a two-year process of negotiations preceding a PEB. It shows the vulnerability of HR-based change contributions to uncertainty about the future, as uncertainty accentuates the ambiguity inherent in HRM based change. Furthermore, it highlights the importance of the role of topmanagement and the possibilities for HRM during the period leading up to a PEB. © The Author(s) 2010.","change management; human resource management; leadership; organizational trust; private equity buyouts","Article","Scopus"
"Schneeweiss Ch.","Schneeweiss, Ch. (6701686796)","6701686796","Hierarchical planning in organizations: Elements of a general theory","1998","International Journal of Production Economics","10.1016/S0925-5273(96)00109-0","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032157011&doi=10.1016%2fS0925-5273%2896%2900109-0&partnerID=40&md5=6cc8f853f1e8686967351838220c6de9","This paper gives a general framework which allows one to study various hierarchical structures of an organization. It provides a unified view of hierarchical planning, principal-agent relationships, and hierarchical negotiations. The main idea is to describe an organization as a superposition of interfering individual decision processes resulting in a pair of functional equations. Diverse specifications of these equations allow one to characterize the above mentioned hierarchical phenomena as well as to describe their interior structure. As an example, the equations can be used to differentiate between diverse kinds of hierarchical planning or between team and non-team situations within hierarchical bargaining. Since management can be considered as a planning and leadership activity to control the interrelationship of individual decision processes, the paper provides a better understanding of the general structure of the management process. © 1998 Published by Elsevier Science B.V. All rights reserved.","Agency theory; Coordination; Hierarchical planning","Article","Scopus"
"Mazhuvanchery S.","Mazhuvanchery, Shiju (57203947836)","57203947836","India and international environmental law","2018","Locating India in the Contemporary International Legal Order","10.1007/978-81-322-3580-4_12","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053724439&doi=10.1007%2f978-81-322-3580-4_12&partnerID=40&md5=85318c157905a6cfe20ffc81a5035364","India has played a major role in the development of International Environmental Law (IEL). Indian Prime Minister Indira Gandhi was one of the two heads of states who participated in the United Nations Conference on Human Environment (Stockholm Conference 1972). Since the days of Stockholm Conference, India has been an active participant at the multilateral environmental negotiations. India's engagement with IEL has been mutually beneficial. The leadership position that India assumed at the multilateral environmental negotiations has helped in including provisions in treaties that better reflected the realities of the developing countries. This in turn has helped IEL to gain wider participation and acceptability among the developing and under-developed countries. On the other hand, IEL has helped in the shaping and development of Indian environmental law. The influence of IEL on Indian law has been most visible in the following two ways: Helping the enactment of legislations in the field of environment and in the development of a robust environmental jurisprudence. This chapter focuses on the influence of IEL on Indian law and concludes that without the influence of the developments at the international level Indian environmental law would have remained much poorer. © Springer International Publishing AG, part of Springer Nature 2018. All rights reserved.","","Book chapter","Scopus"
"Gartner S.S.; Bangerter J.; Goncz Z.; Sarver M., Sr.; Schreffler N.","Gartner, Scott Sigmund (7006656565); Bangerter, John (57881068300); Goncz, Zackary (57880286300); Sarver, Michelle (57879702000); Schreffler, Natalie (57879702100)","7006656565; 57881068300; 57880286300; 57879702000; 57879702100","An experimental study of the role of gender in selecting third-party mediators in crisis resolution","2019","Research Handbook On Mediating International Crises","10.4337/9781788110709.00028","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137587544&doi=10.4337%2f9781788110709.00028&partnerID=40&md5=8d87d0472291f399c15bdf3e378b4ed1","The absence of women as international crisis mediators (especially as team leaders) is well documented. This chapter examines how disputants hostility interacts with gender to influence third-party mediator selection. Men are stereotypically seen as warriors  suggesting that people might want male mediators if they expect a tough fight. Women have long been perceived as more empathetic, making them more likely to be perceived as sympathetic to unfairness. An experimental study of over 390 subjects finds that when an adversary is more hostile, people strongly prefer male mediators. The stakes, however, and thus unfairness, do not play a role. Previous studies show that, compared to other forms of dispute management such as bilateral negotiations, third-party mediation is more likely to be employed in hostile disputes. Therefore, part of the preference for male mediators may derive from a gendered preference for mediators in hostile situations, a dynamic we call conditional sexism. © Jonathan Wilkenfeld, Kyle Beardsley and David Quinn 2019. All rights reserved.","","Book chapter","Scopus"
"Roeder T.","Roeder, Tres (55914770400)","55914770400","Managing Project Stakeholders: Building a Foundation to Achieve Project Goals","2013","Managing Project Stakeholders: Building a Foundation to Achieve Project Goals","10.1002/9781118654491","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891584282&doi=10.1002%2f9781118654491&partnerID=40&md5=d6a5f34fc3be1cd036d6df859581912c","Why do some project managers achieve their project goals while others fail? Drawing on his years of experience as a recognized global expert on project management and organizational change, author Tres Roeder answers that question, and lays out a proven path to project success. Focusing on the major differences between project management and other types of management-not least of them being the temporary nature of projects versus the repetitive nature of most managerial tasks-Roeder describes best practices in all key areas of managing project stakeholders. A recognized global expert on project management provides the foundational elements required for project management success. Contributes toward the fulfillment of the continuing education required every three years to maintain PMP accreditation. Uses real-world scenarios and relevant case studies to present project management concepts to beginning and intermediate PMPs. Contains chapters on Leadership, Buy In, and Negotiation for more advanced project managers. © 2013 Tres Roeder.","","Book","Scopus"
"Aikman A.B.","Aikman, Alexander B. (57210676388)","57210676388","TQM in the courts: Maybe so, maybe not","1996","International Journal of Public Administration","10.1080/01900699608525168","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071218519&doi=10.1080%2f01900699608525168&partnerID=40&md5=158b9834c3e98e412ae89cd56a6056e7","Courts are prime candidates for the application of Total Quality Management (TQM) but also difficult settings in which to implement it. The leadership structure of courts discourages strong leadership but also requires negotiation and mediation to install new programs, so an effective chief judge can bring most of the governing body--the other judges--along when a decision is made to adopt TQM. As turnover on the bench is slow, the governing body remains throughout the period needed to institutionalize TQM. Courts already have a valuable and useful tool for thinking about “customers” and using data effectively in the Trial Court Performance Standards. Courts have been slow to adopt TQM to date, but there is growing interest and several leadership courts using TQM to improve various court functions. Courts' work mostly is processed in assembly-line fashion; using TQM's principles can help courts improve productivity, recognize and respond to customer needs more readily, and generally be better able to obtain taxpayer support. The courts are at once prime candidates for Total Quality Management (TQM) and a setting in which TQM is a hard sell. This article will explore why both elements of this statement are true. Acknowledging the difficulties, this article nonetheless concludes that TQM can and should be sold and that the courts will be better for the effort. Most Americans do not understand how courts work.(') Even less do they understand how courts are managed or why courts should involve any different management issues from other public agencies. To understand both the difficulties in having TQM accepted in courts and the fertile ground they offer, it may help to explore briefly the management context. © 1996, Taylor & Francis Group, LLC.","","Article","Scopus"
"Medinilla Á.","Medinilla, Ángel (56652173100)","56652173100","Agile management: Leadership in an agile environment","2012","Agile Management: Leadership in an Agile Environment","10.1007/978-3-642-28909-5","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949179174&doi=10.1007%2f978-3-642-28909-5&partnerID=40&md5=38f7112e68e841f6df804092820b3334","If you have tried to implement Agile in your organization, you have probably learned a lot about development practices, teamwork, processes and tools, but too little about how to manage such an organization. Yet managerial support is often the biggest impediment to successfully adopting Agile, and limiting your Agile efforts to those of the development teams while doing the same old-style management will dramatically limit the ability of your organization to reach the next Agile level. Ángel Medinilla will provide you with a comprehensive understanding of what Agile means to an organization and the manager's role in such an environment, i.e., how to manage, lead and motivate self-organizing teams and how to create an Agile corporate culture. Based on his background as a ""veteran"" Agile consultant for companies of all sizes, he delivers insights and experiences, points out possible pitfalls, presents practical approaches and possible scenarios, also including detailed suggestions for further reading. If you are a manager, team leader, evangelist, change agent (or whatever nice title) and if you want to push Agile further in your organization, then this is your book. You will read how to change the paradigm of what management is about: it is not about arbitrary decisions, constant supervision and progress control, and the negotiation of changing requirements. It is about motivation, self-organization, responsibility, and the exploitation of all project stakeholders' knowledge. We live in a different world than the one that most management experts of the 20th century describe, and companies that strive for success and excellence will need a new kind of manager - Agile managers. © Springer-Verlag Berlin Heidelberg 2012. All rights are reserved.","","Book","Scopus"
"Brooks A.W.; John L.K.","Brooks, Alison Wood (56085429400); John, Leslie K. (25922257400)","56085429400; 25922257400","The surprising power of questions","2018","Harvard Business Review","","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061453219&partnerID=40&md5=585c6a0f93e30f19bbb794f8cb0299fd","Much of an executive’s workday is spent asking others for information-requesting status updates from a team leader, for example, or questioning a counterpart in a tense negotiation. Yet unlike professionals such as litigators, journalists, and doctors, who are taught how to ask questions as an essential part of their training, few executives think of questioning as a skill that can be honed-or consider how their own answers to questions could make conversations more productive. That’s a missed opportunity. Questioning is a uniquely powerful tool for unlocking value in organizations: It spurs learning and the exchange of ideas, it fuels innovation and performance improvement, it builds rapport and trust among team members. And it can mitigate business risk by uncovering unforeseen pitfalls and hazards. © 2018, Harvard Business School Publishing. All rights reserved.","","Article","Scopus"
"Jeon H.","Jeon, Haejun (56428447400)","56428447400","Patent litigation and cross licensing with cumulative innovation","2016","Journal of Economics/ Zeitschrift fur Nationalokonomie","10.1007/s00712-016-0487-3","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969902809&doi=10.1007%2fs00712-016-0487-3&partnerID=40&md5=9ec4aaef299a69d2e471b50b3b05189e","We investigate the firms’ investment decisions in the presence of litigation over infringement and cross licensing as a way to settle. The model endogenously determines not only the timing of investments but also their capacities, the degree of overlap between the initial and the subsequent innovations, and the way the competitors resolve the dispute. It shows that the firms’ R&D competition in the burgeoning market is more likely to entail a lawsuit and distinctly differentiated products, while they easily agree on cross licensing to utilize each other’s works in the slow-growing market, leaving little difference between the products. From the perspective of public policy, it is clarified that the policy on patent scope cannot yield the first-best result in terms of the speed of innovation, and the welfare analysis shows that social welfare is higher when the conflict is settled via cross licensing. However, the weak protection on patent rights, which is shown to encourage cross licensing, does not always guarantee the highest level of social welfare since it weakens the leader’s bargaining power in the negotiation, leading to fewer advanced products with higher prices. © 2016, Springer-Verlag Wien.","Cross licensing; Cumulative innovation; Litigation; Patent; R&D; Real options","Article","Scopus"
"Yaqin L.N.; Shanmuganathan T.","Yaqin, Lalu Nurul (57202854593); Shanmuganathan, Thilagavathi (26036759800)","57202854593; 26036759800","Politeness strategies of the pembayun(s) in the bride-kidnapping practices of sasak culture","2020","Pertanika Journal of Social Sciences and Humanities","","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082061845&partnerID=40&md5=ec9076fe227d3488ad6cdaf40bc778a0","Bride-kidnapping is considered a violation of human rights in many cultures worldwide, but among the Sasak people of Lombok, it has deep customary implications. While the act itself is consensual between the couple, it is an occasion for the families to confront each other and discuss settlements or dispute the offers between each other. The negotiation is a show of tradition or customary norms where politeness strategies is observed during the discussions between the two disputing parties affected by the bride-kidnapping. During the discussions, rituals such as Sejati, Selabar, and Sorong Serah are conducted to neutralise anxiety, address face attacks and reduce disputes that may have arisen due to the bridekidnapping. In these three rituals, the language resources of the representatives of both families, also known as Pembayun (adat leaders), is to negotiate and come to a settlement through polite discourse. This study is an ethnographic enquiry and data were analysed based on Brown and Levinson's model of politeness. The study revealed that the most preferred strategy was negative politeness used by both the Pembayun in the bridekidnapping rituals. The notion of politeness and the strategies in which it is achieved in communication is culture-bound and culture-specific. © 2020 Universiti Putra Malaysia Press.","Bride-kidnapping; Marriage rituals; Politeness strategies; Sasak culture","Article","Scopus"
"Ngwakwe C.C.","Ngwakwe, Collins C. (36698325300)","36698325300","Corporate South Africa and carbon disclosure: A differential analysis of 2011 and 2012 carbon disclosure performance","2014","Corporate Ownership and Control","10.22495/cocv12i1c3p3","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909579556&doi=10.22495%2fcocv12i1c3p3&partnerID=40&md5=83be494c3c288727b9ebcbb5249413dd","This paper examined the performance of corporate South Africa in the 2012 Carbon Disclosure Project [CDP]. It is motivated by the growing shift to climate performance amongst the JSE listed companies in South Africa; hence the paper showcases the commitment of corporations in South Africa towards carbon disclosure. It thus shows exemplary commitment by corporations in an emerging economy to curb GHG emission through disclosure. The paper compared corporate South Africa carbon disclosure performance in 2012 with the 2011 disclosure performance. First, the performance of the Johannesburg Stock Exchange (JSE) 100 carbon performance leaders were examined; and using a statistical t-test of difference in means, the paper finds that the 2012 carbon performance improved remarkably over the 2011 performance; hence the T-test indicates a significant difference in means between the 2012 and 2011 carbon performance. Secondly, the paper also examined the climate performance of the JSE 100 companies and also found a significant difference between the 2011 and 2012 performance which also depicts an improvement over the 2011 climate performance. It is perceptible that the 2011 UN Climate Conference in South Africa, coupled with the SA’s outstanding role in global climate change negotiations and the Carbon Disclosure Project is driving corporate SA to ‘walk the talk’ on climate change. In conclusion the paper highlights the need for further corporate climate initiatives, and calls on governments of developing countries to take a bold stance on climate negotiations as this is a key to encouraging the corporate toward climate friendly and carbon reduction initiatives. © Virtus Interpress. All rights reserved.","Carbon disclosure; Carbon disclosure project; Carbon performance; Climate change; Climate performance; Corporate South Africa; Johannesburg stock exchange","Article","Scopus"
"Busse M.; Dreute O.; Isaila V.; De Souza L.V.","Busse, Matthias (57679817600); Dreute, Oliver (57211912804); Isaila, Vladimir (57192374926); De Souza, Lúcio Vinhas (56340575000)","57679817600; 57211912804; 57192374926; 56340575000","Energy transition, resources and climate change investment policy in the EU","2021","Handbook of Sustainable Politics and Economics of Natural Resources","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129855932&partnerID=40&md5=24bc3f766afbc14cfd17d10f62a39fd3","This chapter aims to highlight some of the key challenges facing European Union Member States with respect to energy and climate policy and outline the European Commission’s Green Deal, explaining proposed financing solutions and policy tools. The European Green Deal is an ambitious policy framework that seeks to ensure continued European global climate leadership and galvanize the private sector to speed up the energy and climate transition, in an effort to live up to the promises of the Paris Agreement and the Sustainable Development Goals. Financing this transition is a key challenge for the future of the EU. Proposals from the European Commission are, however, contingent on a number of factors: 1) The successful outcome of the negotiations on the EU budget, the “Multiannual Financial Framework” or MFF (which was achieved on December 2020) 2) The level of buy-in from national and regional governments and 3) The ability of the public sector to use public funds to leverage private sector investment successfully. © Stella Tsani and Indra Overland 2021.","","Book chapter","Scopus"
"Kray L.J.; Kennedy J.A.","Kray, Laura J. (6701497925); Kennedy, Jessica A. (55611543000)","6701497925; 55611543000","Changing the narrative: Women as negotiators- and leaders","2017","California Management Review","10.1177/0008125617727744","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037034651&doi=10.1177%2f0008125617727744&partnerID=40&md5=baad6a85052ce36a576d4b56f9b4f4f7","The reasons for women’s relatively slow ascension in the workplace have been a matter of considerable debate. This article explores why so much remains misunderstood about the challenges women face and why negative stereotypes-specifically, the view that women are innately poor advocates for themselves-persist. In fact, women possess unique advantages as negotiators, including greater cooperativeness and stronger ethics. But often those strengths are overlooked or severely undervalued. This article presents practical strategies for managers and negotiators of both genders to close the performance gaps and calls for changing the narrative on what it means to be a successful negotiator. © The Regents of the University of California 2017.","Ethics; Gender; Moral identity; Negotiation; Sex differences; Stereotypes; Women in management","Article","Scopus"
"Stoner J.C.","Stoner, John C. (57193503387)","57193503387","""We will follow a nationalist policy; but we will never be neutral"" 1: American labor and neutralism in cold war africa, 1957-1962","2013","American Labor's Global Ambassadors: The International History of the AFL-CIO during the Cold War","10.1057/9781137360229_14","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014414510&doi=10.1057%2f9781137360229_14&partnerID=40&md5=7f9277de40b8f06d424ce34cfa0c4211","As African colonies began to move toward independence, external nongovernmental organizations attempted to guide certain aspects of those transitions. Of greatest interest to Western trade unions was ensuring the primacy of ""free"" trade union principles, that is, unionism that rejected the influence of governing political parties or external ideologies such as communism. Anti-Communist labor leaders from Europe and the United States (some of whom had been attempting to guide union development even during the African colonial period) encountered significant challenges in adapting their models of industrial relations and negotiations to African environments. Many African economies remained predominantly agricultural, and African unionists were overwhelmingly young and largely inexperienced. Their unions faced almost insurmountable barriers ranging from virtually nonexistent financial resources to the perils of participating in crafting labor relations machinery that would simultaneously permit rapid economic development while protecting workers’ rights. © Robert Anthony Waters, Jr. and Geert van Goethem 2013.","","Book chapter","Scopus"
"Beaudonnet L.; Belot C.; Caune H.; Houde A.-M.; Pennetreau D.","Beaudonnet, Laurie (56042279100); Belot, Céline (57200834297); Caune, Hélène (57201997796); Houde, Anne-Marie (57481502600); Pennetreau, Damien (57222615240)","56042279100; 57200834297; 57201997796; 57481502600; 57222615240","Narrating Europe: (Re-)constructed and Contested Visions of the European Project in Citizens' Discourse","2023","Journal of Common Market Studies","10.1111/jcms.13364","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132714288&doi=10.1111%2fjcms.13364&partnerID=40&md5=87b1717b3b541478e2caa22652c4549d","Changes in public opinion and civil society over the last decade have shown that citizens, particularly in old EU Member States, have developed more complex attitudes towards European integration. While the European project was previously generally described as a teleological depoliticized project, aiming at building peace and comforting growth, different competing visions of the European project are nowadays acknowledged and surface among the public on occasions, like referendums or treaty negotiations. While EU official narratives are documented by studies on the European institutions or the visions of leaders and parties, their empirical analysis at the citizens' level is still fragmented. Using focus group data in four countries (France, Portugal, Italy and Belgium) and three social groups (21 group interviews), we provide a comparative qualitative answer to how citizens envision European integration. Our results show that, first, official narratives do not fail to reach citizens, but they are also loosened, contested, and do not systematically produce a sense of common belonging. Second, they highlight the importance of socio-economic contexts, as well as national and personal experience in the re-appropriation of these narratives. © 2022 University Association for Contemporary European Studies and John Wiley & Sons Ltd.","attitudes; European integration; freedom of movement; narratives; peace","Article","Scopus"
